isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780751535389,0751535389,Something Borrowed,,Tina Reilly,Birthparents,http://books.google.com/books/content?id=w3BDHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Adopted as a baby, Vicky McCarthy's curiosity about where she came from has finally got the better of her: she wants to trace her birth mother. If that doesn't cause friction enough, there's a new face to contend with at work: Ed O'Neill, whom Vicky is convinced is being groomed for her job as manager of Dublin toyshop Toys Galore. Sal, Vicky's go-getting best friend, thinks Ed is gorgeous, and that if Vicky doesn't bag him, she will. But Vicky is going out with Marti, manager of an up-and-coming boy band, with a six-year-old son and complications of his own . . . Something Borrowed is the brilliant fourth novel from Tina Reilly: a fresh, frank, funny tale of loves lost and found.",2004.0,3.69,480.0,150.0
9780753453216,0753453215,The Iliad,,Nick McCarty;Victor G. Ambrus,Juvenile Fiction,http://books.google.com/books/content?id=YSp_AyYThw0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Retells the classic story of the battle for Helen, the most beautiful woman in the world, recounting the triumphs and defeats of Achilles, Odysseus, and Hector during the Trojan war and describing the destruction of Troy.",2000.0,3.85,95.0,8.0
9780756403454,0756403456,Regeneration,,Julie E. Czerneda,Fiction,http://books.google.com/books/content?id=YR3XH7bDy0YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Biologist Dr. Mackenzie Connor and her disparate band of researchers must unlock the deadly mysteries of the alien Dhryn and the Ro by finding Emily Mamani, who holds the key to infiltrating the Ro and can lead them to the legendary Survivors before their world is hurtled into a region of space devoid of life.",2006.0,4.13,543.0,53.0
9780756614195,0756614198,Star Wars,Complete Locations,Kristin Lund;Simon Beecroft;Kerrie Dougherty,Juvenile Nonfiction,http://books.google.com/books/content?id=PAq2AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Glorious full-color illustrations create a seamless overview of the entire Star Wars universe, including material--intricate cross-sections, vivid stills, and detailed 3-D maps--from all six movies in the saga.",2005.0,4.3,175.0,128.0
9780756622381,0756622387,Star Wars,The Complete Visual Dictionary,David West Reynolds;James Luceno,Juvenile Nonfiction,,"A guide to the characters, creatures, and weapons featured in the six-film saga ""Star Wars.""",2006.0,4.34,272.0,1067.0
9780760728505,076072850X,"20,000 Leagues Under the Sea",,Jules Verne,Science fiction,,Retells the adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,2002.0,3.88,394.0,135778.0
9780761501664,0761501665,The Wealthy Barber,Everyone's Common-sense Guide to Becoming Financially Independent,David Chilton,"Finance, Personal",http://books.google.com/books/content?id=RFqve7JN1l8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this new and expanded edition of one of the biggest selling financial-planning books ever, Chilton simplifies the complex puzzles of personal finance and helps you achieve financial independence. With the help of his fictional barber, Roy, and a large dose of humor, Chilton shows you how you can take control of your financial future slowly, steadily, and with sure success. Chilton's plan (detailed in an entertaining story) is no get-rich-quick scheme, but it does make financial independence possible on nothing more than an average salary. Even if you consider yourself a financial basket-case, Chilton explains how you can easily put an effective financial plan into action.About the Author ""David Chilton is the president of Financial Awareness Corporation, a financial consulting firm. ""The Wealthy Barber"" and ""The Wealthy Barber Returns"" TV shows have enjoyed tremendous popularity since first airing on Public Television in the spring of 1993.",1996.0,4.02,199.0,61.0
9780763631208,0763631205,A Christmas Carol,,Charles Dickens,Juvenile Fiction,,A miser learns the true meaning of Christmas when three ghostly visitors review his past and foretell his future.,2006.0,4.04,160.0,4201.0
9780765300355,0765300354,Legends,Stories By The Masters of Modern Fantasy,Robert Silverberg,Fiction,http://books.google.com/books/content?id=pr6RnMSODZIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of original short novels by such acclaimed authors as Stephen King, Robert Jordan, Anne McCaffrey, Ursula K. Le Guin, Orson Scott Card, and Terry Goodkind returns each to his own special fantasy world for a new and illuminating story.",2001.0,3.92,717.0,333.0
9780767902526,0767902521,A Walk in the Woods,Rediscovering America on the Appalachian Trail,Bill Bryson,Travel,http://books.google.com/books/content?id=FIfKuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the author's adventurous trek along the Appalachian Trail past its natural pleasures, human eccentrics, and offbeat comforts",1999.0,4.06,284.0,4143.0
9780767908184,076790818X,A Short History of Nearly Everything,,Bill Bryson,Science,http://books.google.com/books/content?id=YjAnfhsAQ8wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author of A Walk in the Woods traces the Big Bang through the rise of civilization, documenting his work with a host of the world's most advanced scientists and mathematicians to explain why things are the way they are. Reprint. 125,000 first printing.",2004.0,4.2,544.0,228522.0
9780771008740,0771008740,The Handmaid's Tale,,Margaret Atwood,Dystopias,http://books.google.com/books/content?id=9orUvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"(Book Jacket Status: Jacketed) A gripping vision of our society radically overturned by a theocratic revolution, Margaret Atwood’s The Handmaid's Tale has become one of the most powerful and most widely read novels of our time. Offred is a Handmaid in the Republic of Gilead, serving in the household of the enigmatic Commander and his bitter wife. She may go out once a day to markets whose signs are now pictures because women are not allowed to read. She must pray that the Commander makes her pregnant, for in a time of declining birthrates her value lies in her fertility, and failure means exile to the dangerously polluted Colonies. Offred can remember a time when she lived with her husband and daughter and had a job, before she lost even her own name. Now she navigates the intimate secrets of those who control her every move, risking her life in breaking the rules. Like Aldous Huxley’s Brave New World and George Orwell’s Nineteen Eighty-Four, The Handmaid's Tale has endured not only as a literary landmark but as a warning of a possible future that is still chillingly relevant.",2006.0,4.09,368.0,1179.0
9780785113799,0785113797,Runaways,Teenage wasteland,Brian K. Vaughan,Good and evil,,"Still on the run from their super-villain parents, this motley crew of super-powered kids finds a kindred spirit in a daring young stranger and welcomes him into their fold. But will he help the teenagers defeat their villainous parents, or tear them apart?",2009.0,3.97,144.0,23932.0
9780785114932,0785114939,Homecoming,,Richard K. Morgan;Bill Sienkiewicz;Goran Parlov,Comics & Graphic Novels,http://books.google.com/books/content?id=2wDmAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The deadliest agent in the Marvel Universe has finally gotten out of the spy game, and she's not asking for much, just a life of her own. When a sudden assassination attempt provides a harsh reality check, the former Soviet agent tracks a string of international killings that will lead her back to a Russia she can barely recognize. Collects Black Widow #1-6.",2005.0,3.81,144.0,578.0
9780785260059,0785260056,The Power of One,"One Person, One Rule, One Month",John C. Maxwell;Thomas G. Addington,Business & Economics,http://books.google.com/books/content?id=L_FGsSyk2PkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this 30-day companion workbook to There's No Such Thing as ""Business"" Ethics, bestselling author John C. Maxwell demonstrates how we can live with integrity by using the Golden Rule as our standard-in business and in life. In fact, Maxwell suggests the higher standard of exceeding the Golden Rule-by treating people better than they treat us, helping those who cannot help us, doing right when it is natural to do wrong, and keeping promises, even when it hurts. An ethics guide for any situation, each ""day"" of The Power of One offers a Drilling Down section which features a case study or story that illustrates the day's topic, Summarizing Principles on the subject, penetrating questions for Making Evaluation, and points of application for Taking Action. Maxwell reveals the factors that can ""tarnish"" the Golden Rule and teaches how to develop the Midas touch in personal integrity.",2004.0,4.28,256.0,16.0
9780785282099,0785282092,The Guardian,,Jane Hamilton,Fiction,,"An exciting, thought-provoking novel of love as steadfast as an angel's, as deep as God's--a passionate story of mercy and forgiveness as great as heaven itself. How is it that Tabris, a special guardian in God's eyes, has come to commit the one unforgiveable crime for guardian angels? And more alarming to the entire celestial world, why did he get away with it?",1994.0,3.75,239.0,80.0
9780786500734,0786500735,Something Borrowed,,Rebecca Hagan Lee,Fiction,http://books.google.com/books/content?id=Pzl0qo0Mg_QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Honoring a deathbed promise to become guardian to his best friend's daughter and find a wife, Lee arranges his marriage to Mary, a part-Cherokee schoolteacher who cannot deny her attraction to her husband of convenience. Original.",1995.0,4.17,282.0,36.0
9780786711642,0786711647,A Kiss Before Dying,,Ira Levin,Fiction,http://books.google.com/books/content?id=Bihue3zEwx0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A Kiss Before Dying not only debuted the talent of best-selling novelist Ira Levin to rave reviews, it also set a new standard in the art of mystery and suspense. Now a modern classic, as gripping in its tautly plotted action as it is penetrating in its exploration of a criminal mind, it tells the shocking tale of a young man who will stop at nothing—not even murder—to get where he wants to go. For he has dreams; plans. He also has charm, good looks, sex appeal, intelligence. And he has a problem. Her name is Dorothy; she loves him, and she’s pregnant. The solution may demand desperate measures. But, then, he looks like the kind of guy who could get away with murder. Compellingly, step by determined step, the novel follows this young man in his execution of one plan he had neither dreamed nor foreseen. Nor does he foresee how inexorably he will be enmeshed in the consequences of his own extreme deed.",2003.0,3.94,242.0,6184.0
9780786712946,0786712945,Rape,A Love Story,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=DO6ETCsZxbcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The victim of a Fourth of July gang rape, single mother Teena Maguire and her daughter become the target of harassment and violence on the part of the assailants after Teena identifies the perpetrators for the Niagara Falls Police Department. 75,000 first printing.",2003.0,3.56,128.0,103.0
9780786714827,0786714824,Rape,A Love Story,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=AaTSYoJufZcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The victim of a Fourth of July gang rape, single mother Teena Maguire and her daughter become the target of harassment and violence on the part of the assailants after Teena identifies the perpetrators for the Niagara Falls Police Department. Reprint.",2004.0,3.56,154.0,3459.0
9780786881482,0786881488,Love,Ten Poems,Pablo Neruda,Poetry,http://books.google.com/books/content?id=QmjJIqF-YhgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Poems from the Film Il Postino. The poems collected in this book are at the heart of the film Il Postino, a cinematic fantasy spun from an apocryphal incident in the life of the Chilean poet and Nobel laureate, Pablo Neruda. Together they show why many consider Neruda to be the finest love poet of the century. Few writers of any age have described the pleasures and torments of erotic love with such un-sentimental directness and sensual precision. Here, too, we find Neruda at his most accessible, the language of his odes and lyrics refined to the point at which it achieves, in critic Jean Franco's words, ""the naturalness of song"". This short selection draws on work from throughout his writing life, from the famous early collection Twenty Love Songs & a Song of Despair (1924) to the key works of his maturity, Residence on Earth (1935), Elemental Odes (1954) and the autobiographical Memorial de Isla Negra (1964). It offers an enticing glimpse of one of modern poetry's greatest masters.",1995.0,4.46,43.0,1305.0
9780792269847,0792269845,Everest,Mountain Without Mercy,Broughton Coburn;Tim Cahill;David Breashears,Nature,http://books.google.com/books/content?id=tmSJOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Photographs and firsthand accounts chronicle the 1996 Everest expedition that claimed eight lives.,2003.0,4.01,256.0,32.0
9780794503291,0794503292,Gulliver's Travels,,,Juvenile Fiction,http://books.google.com/books/content?id=JPlliDi0nbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This new edition of Swift's satiric classic is based on the 1726 text-the edition textual scholars now consider the most authoritative.,2003.0,3.34,64.0,13.0
9780801882678,0801882672,The Odyssey,,Homer,History,http://books.google.com/books/content?id=4tvnoOz-41sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Also included is a pronunciation glossary and character index.,2005.0,3.75,472.0,54.0
9780802134103,0802134106,Edie,American Girl,Jean Stein,Biography & Autobiography,http://books.google.com/books/content?id=nSk4pPeDsukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Chronicles the short life of Edie Sedgwick and her rise to become one of the Warhol superstars, as viewed by her family and such personalities as Capote, Vidal, and Warhol.",1994.0,4.13,564.0,4518.0
9780802141446,0802141447,Monster,The Autobiography of an L.A. Gang Member,Sanyika Shakur,Biography & Autobiography,http://books.google.com/books/content?id=RXSKvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of L.A.'s most notorious gang leaders takes readers inside the world of gang wars, recounting his ascension through the gang hierarchy, surviving attacks by rival gangs, and life in prison.",1993.0,3.96,400.0,4064.0
9780802142849,0802142842,Cold Mountain,A Novel,Charles Frazier;George Vithoulkas,Fiction,http://books.google.com/books/content?id=yKjwmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Inman, an injured and disillusioned Confederate soldier, embarks on a harrowing journey home to his sweetheart, Ada, who herself is struggling to run the farm left her at her father's sudden death.",2006.0,3.85,356.0,201921.0
9780802829665,080282966X,A Time to Embrace,"Same-Gender Relationships in Religion, Law, and Politics",William Stacy Johnson,Political Science,http://books.google.com/books/content?id=i9AQWs7dco0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"As rhetoric continues to heat up on both sides of the debate over same-gender unions, clear, reasoned statements are in short supply. Johnson presents a comprehensive case for acknowledging the legitimacy of same-gender unions in law, politics, and especially religion.",2006.0,4.2,330.0,44.0
9780803273320,0803273320,The Lost Continent,The Story of Atlantis,C. J. Cutcliffe Hyne,Fiction,http://books.google.com/books/content?id=i6nntCYCpsAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A fictionalized account of the last days of the doomed island of Atlantis.,2002.0,3.78,260.0,19.0
9780804717113,0804717117,The Epic of Gilgamesh,,Maureen Gallery Kovacs,Literary Criticism,http://books.google.com/books/content?id=YYxEd9c0EUYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Since the discovery over one hundred years ago of a body of Mesopotamian poetry preserved on clay tablets, what has come to be known as the Epic of Gilgamesh has been considered a masterpiece of ancient literature. It recounts the deeds of a hero-king of ancient Mesopotamia, following him through adventures and encounters with men and gods alike. Yet the central concerns of the Epic lie deeper than the lively and exotic story line: they revolve around a man’s eternal struggle with the limitations of human nature, and encompass the basic human feelings of lonliness, friendship, love, loss, revenge, and the fear of oblivion of death. These themes are developed in a distinctly Mesopotamian idiom, to be sure, but with a sensitivity and intensity that touch the modern reader across the chasm of three thousand years. This translation presents the Epic to the general reader in a clear narrative.",1989.0,3.67,122.0,302.0
9780805069372,0805069372,John Adams,"The American Presidents Series: The 2nd President, 1797-1801",John P. Diggins,Biography & Autobiography,http://books.google.com/books/content?id=sa_-58fpwpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Profiles John Adams as an ideal successor to Washington, citing the qualities of his character and Federalist policies that enabled him to address the challenges that took place during his presidency, and crediting him with such achievements as the creation of the Department of the Navy and the establishment of a solvent treasury. 25,000 first printing.",2003.0,3.88,224.0,341.0
9780805069495,0805069496,Ulysses S. Grant,"The American Presidents Series: The 18th President, 1869-1877",Josiah Bunting,Biography & Autobiography,http://books.google.com/books/content?id=ZAGreVhVQPgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the life and presidency of Ulyssses S. Grant and discusses why he was undervalued as a president.,2004.0,3.85,208.0,391.0
9780805080537,0805080538,The Foundling,And Other Tales of Prydain,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=2YaReDdT0csC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents six short stories dealing with events that preceded the birth of Taran, a key figure in the author's five works on the Kingdom of Prydain.",2006.0,3.93,98.0,3563.0
9780805210552,0805210555,The Complete Stories,,Franz Kafka,Fiction,http://books.google.com/books/content?id=ATl4i59stCMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects the entire body of Kafka's short stories and parables, reflecting his concern for modern man's search for identity, place, and purpose",1995.0,4.35,486.0,19625.0
9780805390452,0805390456,The Feynman Lectures on Physics,,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,http://books.google.com/books/content?id=FuhJAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This revised edition of Feynman's legendary lectures includes extensive corrections Feynman and his colleagues received and Caltech approved. This boxed set provides Volumes 1-3 together with Feynman's Tips on Physics making this the complete and definitive set of The Feynman Lectures on Physics.,2006.0,4.6,1552.0,6120.0
9780805390476,0805390472,The Feynman Lectures on Physics,,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,http://books.google.com/books/content?id=AbruAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This revised edition of Feynman’s legendary lectures includes extensive corrections Feynman and his colleagues received and Caltech approved, making this the definitive edition ofThe Feynman Lectures on Physics.For all readers interested in physics.",1963.0,4.61,512.0,17.0
9780805390490,0805390499,The Feynman Lectures on Physics,,Richard Phillips Feynman;Robert B. Leighton;Matthew Linzee Sands,Science,http://books.google.com/books/content?id=_6XvAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This revised edition of Feynman’s legendary lectures includes extensive corrections Feynman and his colleagues received and Caltech approved, making this the definitive edition ofThe Feynman Lectures on Physics. For all readers interested in physics.",1963.0,4.62,384.0,686.0
9780805431575,0805431578,Monkey Business,The True Story of the Scopes Trial,Marvin N. Olasky;John Perry,Religion,http://books.google.com/books/content?id=oIoMlTqoxscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Describes the famous 1925 courtroom showdown of William Jennings Bryan and Clarence Darrow over the teaching of evolution in public schools, and points out details and discrepancies that have not come to light until recently.",2005.0,3.16,368.0,25.0
9780806114569,0806114568,Ovid's Metamorphoses,Books 6-10,Ovid,Social Science,http://books.google.com/books/content?id=0RUhlNVR758C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Ovid is a poet to enjoy, declares William S. Anderson in his introduction to this textbook. And Anderson’s skillful introduction and enlightening textual commentary will indeed make it a joy to use. In these books Ovid begins to leave the conflict between men and the gods to concentrate on the relations among human beings. Subjects of the stories include Arachne and Niobe; Tereus, Procne, and Philomela; Medea and Jason; Orpheus and Eurydice; and many others, familiar and unfamiliar. For students of Latin-and teachers, too-they provide an interesting experience. In his introduction the editor discusses Ovid’s career, the reputation of the Metamorphoses during Ovid’s time and after, and the various manuscripts that exist or have been known to exist. He describes the general plan of the poem, its main theme, and the problem of its tone. Technical matters, such as style and meter, are also considered. In notes the editor summarizes the story being told before proceeding to the line-by-line textual comments.",1972.0,4.3,560.0,31.0
9780806128948,0806128941,Ovid's Metamorphoses,,Ovid,Drama,http://books.google.com/books/content?id=9CUGvAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ovid's Metamorphosesis a weaving-together of classical myths, extending in time from the creation of the world to the death of Julius Caesar. This volume provides the Latin text of the first five books of the poem and the most detailed commentary available in English of these books.",1997.0,4.25,584.0,220.0
9780806521688,0806521686,The Minority Report,,Philip K. Dick,Fiction,http://books.google.com/books/content?id=qHmIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a future world, scientists predict criminal behavior before it happens and pre-criminals are arrested before they break any laws. Precedes the 2000 motion picture release directed by Steven Spielberg and starring Tom Cruise.",1999.0,4.19,396.0,20.0
9780806523798,0806523794,The Minority Report,And Other Classic Stories,Philip K. Dick,Fiction,http://books.google.com/books/content?id=R7rALwfN6pYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of eighteen science fiction short stories features ""The Minority Report,"" in which Commissioner John Anderton's clever use of ""precogs,"" people who can identify criminals before they can do any harm, turns against him when they identify him as the next criminal.",2002.0,4.19,380.0,448.0
9780807014264,0807014265,Man's Search for Meaning,An Introduction to Logotherapy,Viktor Emil Frankl,Psychology,http://books.google.com/books/content?id=dnJmBMv2jUUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new gift edition of a modern classic, with supplemental photographs, speeches, letters, and essays Psychiatrist Viktor Frankl's memoir of life in Nazi death camps has riveted generations of readers. Based on Frankl's own experience and the stories of his patients, the book argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward. Man's Search for Meaning has become one of the most influential books of our times, selling over twelve million copies worldwide. With a foreword by Harold S. Kushner, Frankl's classic is presented here in an elegant new edition with endpapers, supplementary photographs, and several of Frankl's previously unpublished letters, speeches, and essays.",1992.0,4.36,165.0,367.0
9780807014271,0807014273,Man's Search for Meaning,,Viktor Emil Frankl,Biography & Autobiography,http://books.google.com/books/content?id=F-Q_xGjWBi8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Viennese psychiatrist tells his grim experiences in a German concentration camp which led him to logotherapy, an existential method of psychiatry.",2006.0,4.36,165.0,2624.0
9780809596812,0809596814,Anna Karenina,,Leo Nikolayevich Tolstoy;Leo Tolstoy;Constance Garnett,Fiction,http://books.google.com/books/content?id=FJKFPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Anna Karenina may be the greatest single novel ever written; it may also be just plainly and sublimely good. Regardless, there is no doubt that Anna Karenina (generally considered Tolstoy's finest novel) is a sublime achievement. Anna, miserable in a loveless marriage, succumbs to the desire for the dashing Vronsky. That sort of thing didn't stand one in good stead in 19th-century Russia; bad goes to worse, and the end Anna comes to is the stuff of legend. Tolstoy seamlessly captures a weaves a tapestry of Russian society -- as Matthew Arnold wrote in his celebrated essay on Tolstoy, We are not to take Anna Karenina as a work of art; we are to take it as a piece of life. One of the greatest love stories in world literature. -- Vladimir Nabokov",2004.0,4.04,740.0,28.0
9780810959118,0810959119,The Beatles,365 Days,Simon Wells,Performing Arts,http://books.google.com/books/content?id=f_IkwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More than four hundred rarely seen black-and-white and color photographs chronicle the career of the Beatles, from their 1963 emergence as part of the British pop music scene to their public breakup in 1970.",2005.0,4.16,744.0,97.0
9780811208994,0811208990,Selected Poems,,Octavio Paz;G. Aroul,Poetry,http://books.google.com/books/content?id=b_EgaARVgNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Poems deal with death, nature, the past, art, perception, love, travel, communication, and truth",1984.0,4.21,160.0,359.0
9780811839747,0811839745,Chicago Stories,Tales of the City,John Miller;Genevieve Morgan,Fiction,http://books.google.com/books/content?id=SeGcZgcmFUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A selection of stories, articles, poems, and excerpts from longer works about Chicago by Saul Bellow, Eliot Ness, Edna Ferber, Langston Hughes, and others.",2003.0,3.56,224.0,44.0
9780811855266,0811855260,Edie,Girl on Fire,Melissa Painter;David Weisman,Biography & Autobiography,http://books.google.com/books/content?id=YNEigmpVX5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Drawn from firsthand accounts and featuring hundreds of never-before-published portraits, ad shoots, and candid snapshots, this revealing look at the life of Edie Sedgwick, the ""it"" girl of the Andy Warhol Factory scene, details her many roles as a model, film star, socialite, friend, lover, and drug addict.",2006.0,4.22,192.0,716.0
9780812416114,0812416112,Lord of the Flies,,William Golding,Fiction,http://books.google.com/books/content?id=2DAZmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Story of the return to the wild of a group of British schoolboys marooned on an island.,1959.0,3.67,208.0,310.0
9780812504675,0812504674,The Invisible Man,,H. G. Wells,Fiction,http://books.google.com/books/content?id=2bLt-sGupm0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The English village of Bramblehurst is intimidated by a mysterious stranger whose face is completely wrapped in bandages,1992.0,3.63,178.0,293.0
9780812575231,0812575237,Legends,Short Novels by the Masters of Modern Fantasy,George R. R. Martin;Anne McCaffrey,Fiction,http://books.google.com/books/content?id=kxNFAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The second of three volumes, which were originally published in one volume as: Legends.",1999.0,3.88,379.0,619.0
9780812971064,081297106X,Reading Lolita in Tehran,A Memoir in Books,Azar Nafisi,Biography & Autobiography,http://books.google.com/books/content?id=xOOgRlo5SgQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes growing up in the Islamic Republic of Iran and the group of young women who came together at her home in secret every Thursday to read and discuss great books of Western literature, explaining the influence of Lolita, The Great Gatsby, Pride and Prejudice, and other works on their lives and goals. Reprint. 50,000 first printing.",2004.0,3.6,356.0,102707.0
9780812976144,0812976142,The Alienist,,Caleb Carr,Fiction,http://books.google.com/books/content?id=9mWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a madman begins stalking victims on the streets of 1896 New York, a team of investigators is forced to apply radical and untested techniques that include fingerprinting and the controversial science of psychology. Reprint. 25,000 first printing.",2006.0,4.06,498.0,119839.0
9780813191553,0813191556,The Cave,,Robert Penn Warren,Fiction,http://books.google.com/books/content?id=D1Z5Ks95UlIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In his sixth novel, The Cave (1959), Robert Penn Warren tells the story of a young man trapped in a cave in fictional Johntown, Tennessee. His predicament becomes the center of national attention as television cameras, promoters, and newscasters converge on the small town to exploit the rescue attempts and the thousands of spectators gathered at the mouth of the cave.",1959.0,3.73,424.0,94.0
9780816643004,0816643008,Filth,"Dirt, Disgust, and Modern Life",William A. Cohen,History,http://books.google.com/books/content?id=b4RrtwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Focusing on 'filth' in literary & cultural materials from London, Paris & their colonial outposts in the 19th & early 20th centuries, the essays in this volume range over topics from the building of sewers to the fictional representation of labouring women as polluting.",2005.0,4.17,360.0,11.0
9780822001461,0822001462,All the King's Men,Notes,L. David Allen;Robert H. Lynn,Literary Criticism,http://books.google.com/books/content?id=leuWkABpDDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Review note and study guide to Warren's ""All the king's men.""",1963.0,3.4,80.0,3.0
9780822008255,0822008254,Middlemarch,Notes,Brian Johnston;Mary Ellen Snodgrass,Study Aids,http://books.google.com/books/content?id=NxB87ahPOfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Includes George Eliot's life and career, a general snyopsis, a list of characters, chapter summaries and commentaries, and analysis of main characters, and more.",1967.0,4.14,109.0,7.0
9780822217183,082221718X,The Diary of Anne Frank,,Frances Goodrich;Albert Hackett;Wendy Ann Kesselman,Drama,http://books.google.com/books/content?id=04puC_RnWdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"THE STORY: In this transcendently powerful new adaptation by Wendy Kesselman, Anne Frank emerges from history a living, lyrical, intensely gifted young girl, who confronts her rapidly changing life and the increasing horror of her time with astonis",2000.0,4.04,70.0,1291.0
9780836221367,0836221362,It's a Magical World,,Bill Watterson,Humor,http://books.google.com/books/content?id=y1NVNqOB5OIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The final collection of comic strips from the popular syndicated series follows the adventures of Calvin and his stuffed tiger, Hobbes",1996.0,4.76,176.0,23336.0
9780842356220,0842356223,Redemption,,Gary Smalley;Karen Kingsbury,Fiction,http://books.google.com/books/content?id=EakLmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Laura Baxter Jacobs finds out that her husband is involved in an adulterous relationship and wants a divorce, she decides she will love him and remain faithful to her marriage at all costs. This book shows how God can redeem seemingly hopeless relationships, while illustrating one of Gary Smalley's key messages: love is a decision.",2002.0,4.37,384.0,24407.0
9780842360616,0842360611,Kingdom Come,The Final Victory,Tim F. LaHaye;Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=dTKgAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the final chapter of the Left Behind saga, the horrors of the Tribulation are over and Jesus Christ has set up his perfect kingdom on earth, but as believers all around the world enjoy a newly perfected relationship with their Lord, evil still lurks in the hearts of the unbelieving. 500,000 first printing. $250,000 ad/promo.",2007.0,3.99,356.0,3967.0
9780842386883,0842386882,Reunion,,Karen Kingsbury;Gary Smalley,Fiction,http://books.google.com/books/content?id=FtZ6mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A story of God's grace and redemption, his victory even in the most difficult times.",2004.0,4.5,400.0,12171.0
