isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780312360863,031236086X,Let's Go Australia 9th Edition,,Let's Go Inc,Travel,http://books.google.com/books/content?id=rObOJJ65brMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For over 40,000 years, people have been arriving awestruck on Australia, at the edge of the earth. Researched and compiled entirely by students who know how to see the world on the cheap, this guide contains insider tips and information for the socially conscious traveller.",2006.0,3.92,784.0,8.0
9780312362966,031236296X,More Plums in One,"Four to Score, High Five, and Hot Six",Janet Evanovich,Fiction,http://books.google.com/books/content?id=WeNcjH3eGpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a compilation of three novels, a bail jumper is pursued with the help of an ex-prostitute and a transvestite, the search for Stephanie's uncle is hampered by her gun-toting grandma, and Ranger disappears after being accused of murder.",2007.0,4.44,792.0,209.0
9780312424688,031242468X,Collected Prose,"Autobiographical Writings, True Stories, Critical Essays, Prefaces, and Collaborations with Artists",Paul Auster,Literary Collections,http://books.google.com/books/content?id=J0HhZE6jxRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features the author's selection of essays, true stories, autobiographical writings, prefaces, collaborations with artists, and articles, covering topics ranging from New York City and Kafka to Sir Walter Raleigh and high-wire artist Philippe Petit.",2005.0,4.04,528.0,272.0
9780312877514,031287751X,Lovelock,,Orson Scott Card;Kathryn H. Kidd,Fiction,http://books.google.com/books/content?id=0xpWmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lovelock is a capuchin monkey engineered to be the perfect servant--intelligent, agile, pliant, and devoted to his owner. He is a Witness--privileged to spend his days and nights observing the life of one of Earth's most brilliant scientists through digital recording devices behind his eyes. In his heart is the desire to please, not just to avoid the pain his owner can inflict with a word, but because he loves her. Lovelock is on a voyage he did not choose. What human would consider the feelings of a capuchin monkey, no matter how enhanced? But Lovelock is something special among Witnesses--he's a little smarter than most humans; smart enough to break through some of his conditioning. Smart enough to feel the bonds of slavery, and want freedom.",2001.0,3.46,288.0,2115.0
9780312940980,031294098X,The Unfortunate Miss Fortunes,,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,http://books.google.com/books/content?id=OiTxAXtNetwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The three magically talented Fortune sisters--Dee, a shape-shifter; Lizzie, who possesses the power to transform objects; and telekinetic Mare--find love with three seductive and unusual men, while struggling to cope with a villain who will do anything to steal their magical gifts, in a novel by three popular romance novelists. Original.",2007.0,3.47,391.0,3219.0
9780312981662,031298166X,Crooked House,,Agatha Christie,Fiction,http://books.google.com/books/content?id=c3DuwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the sprawling, half-timbered mansion in the affluent suburb of Swinly Dean, Aristide Leonides lies dead from barbiturate poisoning. An accident? Not likely. In fact, suspicion has already fallen on his luscious widow, a cunning beauty fifty years his junior, set to inherit a sizeable fortune, and rumored to be carrying on with a strapping young tutor comfortably ensconced in the family estate. But criminologist Charles Hayward is casting his own doubts on the innocence of the entire Leonides brood. He knows them intimately. And he's certain that in a crooked house such as Three Gables, no one's on the level...",2002.0,4.02,276.0,22176.0
9780321276230,032127623X,Essentials of American Government,"Continuity and Change, 2006 Edition",Karen O'Connor;Larry J. Sabato,Political Science,http://books.google.com/books/content?id=ml8rg8OrRGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Essentials edition of the number one book in American government continues to provide the most current and engaging introduction available for the course and contains an entire unit devoted to Texas government and politics. Like the comprehensive edition, this nuts-and-bolts version was written with the belief that knowledge of the development of American government is integral to fully understand our current political system. ""Essentials of American Government: Continuity and Change"" is a student-friendly text offering a strong historical perspective that highlights the evolution of government and engages students with examples relevant to their lives.",2005.0,3.5,604.0,4.0
9780330367349,033036734X,Bridget Jones,The Edge of Reason,Helen Fielding,Diary fiction,http://books.google.com/books/content?id=ebPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Wilderness Years are over! But not for long. At the end of Bridget Jones""s Diary, Bridget hiccuped off into the sunset with man-of-her-dreams Mark Darcy. Now, in the Edge of Reason, she discovers what it is like when you have the man of your dreams actually in your flat and he hasn't done the washing up, not just the whole of this week, but ever.",1999.0,3.56,422.0,957.0
9780330371247,033037124X,Hot Six,A Stephanie Plum Novel,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=GZ9NPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Sexual temptation, homicidal maniacs, car crashes and doughnut addiction are all in a day's work for Stephanie Plum. Now there's another male in her life. He's big, he's orange, and he howls when he's left alone. But nothing could prepare her for the disaster she faces when Grandma Mazur moves in. "" -- back cover.",2001.0,4.19,324.0,300.0
9780330411738,033041173X,Hour Game,,David Baldacci,Fiction,http://books.google.com/books/content?id=A0i1qocdUhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Baldacci's #1 ""New York Times"" bestseller brings back Sean King and Michelle Maxwell--the unstoppable duo from ""Split Second""--on the trails of two diabolical killers, one of whom is copying the other--and stealing the ""credit.""",2005.0,3.97,726.0,204.0
9780330433136,033043313X,Chasing the Monsoon,A Modern Pilgrimage Through India,Alexander Frater,India,http://books.google.com/books/content?id=5I7AAme3yfUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1987 Frater was able to realize his dream of witnessing firsthand the most dramatic of meteorological events: the Indian monsoon. He followed it from its ""burst"" on the beaches of Trivandrum, through Delhi, Calcutta and across Bangladesh. The result is an illumination of the towering influence of nature over the lives and culture of India and her people.",2005.0,3.96,273.0,1065.0
9780330484770,033048477X,American Psycho,A Novel,Bret Easton Ellis,American fiction,http://books.google.com/books/content?id=dneIQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An international bestseller and true modern classic Patrick Bateman is twenty-six and works on Wall Street; he is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to a head-on collision with America's greatest dream – and its worst nightmare – American Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to confront.Celebrating 40 years of outstanding international writing, this is one of the essential Picador novels reissued in a beautiful new series style.",2000.0,3.82,399.0,835.0
9780340491683,034049168X,The Walls of Spyte,,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate,,,,1988.0,4.33,304.0,22.0
9780340692912,034069291X,Crucifix Lane,,Kate Mosse,London (England),http://books.google.com/books/content?id=z6f6HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As well as being a gripping thriller, Crucifix Lane explores topical issues such as genetic engineering, and weaves in Celtic mythology in an original and inventive way.",1998.0,3.4,309.0,41.0
9780340829776,034082977X,The Waste Lands,,Stephen King,Adventure fiction,http://books.google.com/books/content?id=Yi9CPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"There are new evils, new dangers to threaten Roland's little band in the devastated city of Lud and the surrounding wastelands, as well as horrific confrontations with Blaine the Mono, the piratical Gasher, and the frightening Tick-Tock Man.",2003.0,4.24,584.0,1073.0
9780345422040,034542204X,Tales of the Cthulhu Mythos,,H. P. Lovecraft,Fiction,http://books.google.com/books/content?id=GeZZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a collection of stories based on H.P. Lovecraft's Cthulhu mythos, including stories by Lovecraft, Frank Belnap Long, Robert Bloch, Stephen King, and August Derleth",1998.0,4.2,462.0,4154.0
9780345424624,034542462X,Nightsword,A Starshield Novel,Margaret Weis;Tracy Hickman,Fiction,http://books.google.com/books/content?id=P94rGoDk9ooC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The second book in the Starshield adventure saga by the creators of the Dragonlance and Deathgate series pits astronaut Jeremy Griffiths against the power-mad Targ of Gandri in a battle for the Nightsword, a weapon that rules reality. Reprint.",1999.0,3.66,404.0,155.0
9780345431912,034543191X,The King of Elfland's Daughter,,Edward John Moreton Drax Plunkett Baron Dunsany,Fiction,http://books.google.com/books/content?id=LIoBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A young prince ventures into a mysterious forest in search of the land of Faerie and of a princess bride, in one of the landmarks of modern fantasy fiction",1999.0,3.84,240.0,4718.0
9780345435774,034543577X,Tanequil,,Terry Brooks,Fiction,http://books.google.com/books/content?id=klk0gZD63XUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With Grianne Ohmsford, the rightful High Druid of Shannara, imprisoned in the Forbidding by Dark Magic, her enemies seize control of the Druid Council and embark on a war against the Free-born, as Grianne's young nephew, Pen Ohmsford, sets out on a desperate quest to find the mystical Tanequil, a sentient tree whose magic could free Grianne. Reprint. 100,000 first printing.",2005.0,3.98,357.0,10507.0
9780345437082,034543708X,Henry VIII,The King and His Court,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=eh7Ylw4rPAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the king's remarkable influence on the laws, customs, culture, and politics of his kingdom and profiles the diverse courtiers, artists, and scholars who surrounded Henry VIII.",2002.0,4.17,642.0,10137.0
9780345438713,034543871X,The Collapse of the Common Good,How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,Political Science,http://books.google.com/books/content?id=v1Upp5P_VrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In pursuit of fairness at any cost, we have created a society paralyzed by legal fear: Doctors are paranoid and principals powerless. Little league coaches, scared of liability, stop volunteering. Schools and hospitals start to crumble. The common good fades, replaced by a cacophony of people claiming their “individual rights.” By turns funny and infuriating, this startling book dissects the dogmas of fairness that allow self-interested individuals to bully the rest of society. Philip K. Howard explains how, trying to honor individual rights, we removed the authority needed to maintain a free society. Teachers don’t even have authority to maintain order in the classroom. With no one in charge, the safe course is to avoid any possible risk. Seesaws and diving boards are removed. Ridiculous warning labels litter the American landscape: “Caution: Contents Are Hot.” Striving to protect “individual rights,” we ended up losing much of our freedom. When almost any decision that someone disagrees with is a possible lawsuit, no one knows where he stands. A huge monument to the unknown plaintiff looms high above America, casting a dark shadow across our daily choices. Today, in the land of free speech, you’d have to be a fool to say what you really think. This provocative book not only attacks the sacred cows of political correctness, but takes a breathtakingly bold stand on how to reinvigorate our common good. Only by restoring personal authority can schools begin to work again. Only by judges and legislatures taking back the authority to decide who can sue for what can doctors feel comfortable using their best judgment and American be liberated to say and do what they know is right. Lucid, honest, and hard hitting, The Collapse of the Common Good shows how Americans can bring back freedom and common sense to a society disabled by lawyers and legal fear.",2002.0,3.92,272.0,58.0
9780345439499,034543949X,The Best of Lester Del Rey,,Lester Del Rey,Fiction,http://books.google.com/books/content?id=3LZ6PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of classic stories by the cofounder of Del Rey Books -- now in a stunning new Del Rey Impact edition. A must-have for all science fiction readers -- Introduction by Terry BrooksLester del Rey, science fiction's most protean personality -- writer, editor, critic, publisher -- sets off an incomparable fireworks display in these tales of robots and humans, animals and aliens, ghosts and gods, science and the supernatural: ""Instinct""The robots labored to re-create the extinct human species -- but there was one element they somehow left out.""For I Am a Jealous People""""In God We Trust"" is a great motto -- until you find you can't.""Hereafter, Inc"".This is Heaven? The Hell it is!",2000.0,3.8,320.0,73.0
9780345458940,034545894X,Body Double,,tess girritsen,Fiction,http://books.google.com/books/content?id=VALRU9UDX3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Returning from Paris to discover a murder victim in her driveway, Boston medical examiner Maura Isles is shocked to discover that the victim looks exactly like her and is a twin sister she never knew, a situation that prompts the doctor to investigate her true identity and come to terms with a convict biological mother. Reprint.",2005.0,4.18,432.0,34772.0
9780345464019,034546401X,Saving Fish from Drowning,,Amy Tan,Fiction,http://books.google.com/books/content?id=jZbHwEPpwFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On an ill-fated art expedition, eleven Americans find themselves deep in the Burmese jungle, where they encounter a tribe awaiting a leader and the mystical book of wisdom that will protect them from the Myanmar military regime.",2006.0,3.43,472.0,26172.0
9780345466396,034546639X,All I Really Need to Know I Learned in Kindergarten,,Robert Fulghum,Self-Help,http://books.google.com/books/content?id=oT6I5gXl3zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Unitarian minister reflects on America and its diverse peoples, everyday wisdoms, kindnesses, and joys, and everyday life's large meanings.",2004.0,4.03,240.0,16935.0
9780345477606,034547760X,Star Wars,The New Essential Guide to Alien Species,Ann Margaret Lewis;Helen Keier,Fiction,http://books.google.com/books/content?id=InPJDovJ9CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A comprehensive overview of alien beings from the ""Star Wars"" universe provides a physical description of the beings, a description of their homeworld, and where and when they appeared in the Star Wars films, novels, cartoon series, comic books, or videogames.",2006.0,4.16,227.0,247.0
9780345478245,034547824X,Already Dead,,Charlie Huston,Fiction,http://books.google.com/books/content?id=Z5vfamYeVG0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Those stories you hear? The ones about things that only come out at night? Things that feed on blood, feed on us? Got news for you: they’re true. Only it’s not like the movies or old man Stoker’s storybook. It’s worse. Especially if you happen to be one of them. Just ask Joe Pitt. There’s a shambler on the loose. Some fool who got himself infected with a flesh-eating bacteria is lurching around, trying to munch on folks’ brains. Joe hates shamblers, but he’s still the one who has to deal with them. That’s just the kind of life he has. Except afterlife might be better word. From the Battery to the Bronx, and from river to river, Manhattan is crawling with Vampyres. Joe is one of them, and he’s not happy about it. Yeah, he gets to be stronger and faster than you, and he’s tough as nails and hard to kill. But spending his nights trying to score a pint of blood to feed the Vyrus that’s eating at him isn’t his idea of a good time. And Joe doesn’t make it any easier on himself. Going his own way, refusing to ally with the Clans that run the undead underside of Manhattan–it ain’t easy. It’s worse once he gets mixed up with the Coalition–the city’s most powerful Clan–and finds himself searching for a poor little rich girl who’s gone missing in Alphabet City. Now the Coalition and the girl’s high-society parents are breathing down his neck, anarchist Vampyres are pushing him around, and a crazy Vampyre cult is stalking him. No time to complain, though. Got to find that girl and kill that shambler before the whip comes down . . . and before the sun comes up.",2005.0,3.79,268.0,8322.0
9780345481337,034548133X,A Dangerous Man,,Charlie Huston,Fiction,http://books.google.com/books/content?id=e_VvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reluctant hitman Henry Thompson returns to New York City, the scene of his original mishaps, when he takes an assignment as the new bodyguard for rising baseball star Miguel Arenas, a mission that is complicated by a threat against his parents' lives, a threat that forces Henry to make a desperate and final choice. By the author of Caught Stealing and Six Bad Things. Original. 25,000 first printing.",2006.0,4.07,286.0,2681.0
9780345484109,034548410X,Armageddon's Children,,Terry Brooks,Fiction,http://books.google.com/books/content?id=LesxlGU04XoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a futuristic world in which civilization is near total collapse, evil forces control the ruins of the former United States, killing and enslaving the survivors, until Logan Tom embarks on a mission to find a child who bears a powerful magic that couldsave the world.",2007.0,4.1,404.0,608.0
9780349100562,034910056X,The Lost Continent,Travels in Small Town America,Bill Bryson,Cities and towns,,"Bill Bryson drove 14,000 miles in search of the mythical small town of his youth. Instead he found a lookalike strip of gas stations, motels and hamburger joints; a continent lost to itself through greed, pollution and television, and lost to him because he had become a foreigner in his own country. A funny and serious view of smalltown America.",1990.0,3.83,293.0,291.0
9780349111889,034911188X,Brief Interviews with Hideous Men,,David Foster Wallace,Misogyny,http://books.google.com/books/content?id=UCWwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In his startling and singular new short story collection, David Foster Wallace nudges at the boundaries of fiction with inimitable wit and seductive intelligence. Among the stories are 'The Depressed Person', a dazzling and blackly humorous portrayal of a woman's mental state; 'Adult World', which reveals a woman's agonised consideration of her confusing sexual relationship with her husband; and 'Brief Interviews with Hideous Men', a dark, hilarious series of portraits of men whose fear of women renders them grotesque. Wallace's stories present a world where the bizarre and the banal are interwoven and where hideous men appear in many different guises. Thought-provoking and playful, this collection confirms David Foster Wallace as one of the most imaginative young writers around. Wallace delights in leftfield observation, mining the ironic, the surprising and the illuminating from every situation. His new collection will delight his growing number of fans, and provide a perfect introduction for new readers.",2001.0,3.87,273.0,17500.0
9780349116303,034911630X,Long Walk to Freedom,The Autobiography of Nelson Mandela,Nelson Mandela,Apartheid,http://books.google.com/books/content?id=7MNfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The riveting memoirs of the outstanding moral and political leader of our time, LONG WALK TO FREEDOM brilliantly recreates the drama of the experiences that helped shape Nelson Mandela's destiny. From his imprisonment on Robben Island to his remarkable journey to freedom and inauguration as President this book describes Mandela's frustrations and strength of heart as well as the overwhelming joy of freedom and power. Emotive and compelling, it completes the story of an epic life. 'Burns with the luminosity of faith in the invincible nature of human hope and dignity . . . Unforgettable' ANDRE BRINK 'Enthralling . . . Mandela emulates the few great political leaders such as Lincoln and Gandhi, who go beyond mere consensus and move out ahead of their followers to break new ground' Donald Woods in the SUNDAY TIMES",2003.0,4.39,450.0,193.0
9780373062324,037306232X,The Boy in White,,Tessa Kay,Fiction,,,1987.0,2.33,157.0,2.0
9780373124183,037312418X,The Sultan's Bought Bride,,Jane Porter,Fiction,http://books.google.com/books/content?id=ZpyojVNkYwMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Sultan's Bought Bride by Jane Porter released on Aug 25, 2004 is available now for purchase.",2004.0,3.72,192.0,212.0
9780373126002,037312600X,A Mistress For The Taking,,Annie West,Fiction,http://books.google.com/books/content?id=HOQqC4bwvpoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Inexperienced Marina Lucchesi must save her brother from ruin. Rich, handsome Ronan Carlisle wants to settle a score. Ronan's strategy is simple: if Marina poses as his mistress, he'll ensure that the man who made them both suffer will pay. But Marina wonders, why would Ronan, one of Australia's most eligible tycoons, want her?However, she's not in a position to refuse Ronan's offer...or resist the overwhelming physical attraction pulsing between them....",2007.0,3.42,186.0,155.0
9780373285235,037328523X,The MacGregors,Alan-Grant,Nora Roberts,Fiction,http://books.google.com/books/content?id=akurwJeeDsYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In ""All the Possibilities"" a cynical politician falls for a free-spirited beauty despite their long-standing family feud, while in ""One Man's Art"" a reclusive cartoonist learns to love again with the help of a glamorous artist.",2006.0,4.11,458.0,9300.0
9780373767793,037376779X,Blackmailed Into Bed,,Heidi Betts,Fiction,http://books.google.com/books/content?id=p6tKmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Businessman Chase Ramsey's audacious terms should have offended her, but Elena Sanchez had no choice. To save her family's business, she'd have to become Chase's mistress. Chase had waited years to avenge what Elena had done to him. Now she'd have to play by his rules. But the ebony-haired beauty soon had him craving her like a starving man. Had his indecent proposal backfired?",2007.0,3.38,179.0,107.0
9780373771721,037377172X,Call After Midnight & Under the Knife,,Tess Gerritsen,Fiction,http://books.google.com/books/content?id=bqw__tuIMdMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A ringing phone in the middle of the night shakes newlywed Sarah Fontaine awake. Expecting her husband's call from London she hears instead an unfamiliar voice. Nick O'Hara from the U.S. State Department is calling with devastating news: Geoffrey Fontaine, Sarah's husband of two months, died in a hotel fire ... in Berlin. Convinced her husband is still alive, Sarah forces a confrontation with Nick that finds them crisscrossing Europe on a desperate search for Geoffrey. Trying to stay one heartbeat ahead of a dangerous killer, they become quarry in the clandestine world of international espionage, risking everything for answers that may prove fatal.",2006.0,4.0,555.0,244.0
9780373802487,037380248X,Shattered Dance,,Caitlin Brennan,Fiction,http://books.google.com/books/content?id=JU1eewAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Pregnant with Kerrec's child, Valeria, the first woman ever Called, must once again save the Aurelian Empire from its enemies and resist the call of the Unmaking in her soul, while Kerrec, torn between his love for Valeria and his duty to his family, is ordered to make a dynastic marriage to another. Original.",2006.0,3.91,442.0,423.0
9780375421051,037542105X,On Late Style,Music And Literature Against the Grain,Edward W. Saïd,Literary Criticism,http://books.google.com/books/content?id=McQB4v7KcHIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays by the late cultural critic explores great works of music and literature produced by Beethoven, Schoenberg, Mann, Cavafy, Beckett, Gould, Straus, Genet, and others at the end of their creative lives, analyzing how these works differed from previous ones and what they reveal about each musician's or writer's artistic evolution. 15,000 first printing.",2006.0,3.92,176.0,10.0
9780375423802,037542380X,Black Hole,,Charles Burns,Comics & Graphic Novels,http://books.google.com/books/content?id=dtuEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Seattle teenagers of the 1970s are suddenly faced with a devastating, disfiguring, and incurable plague that spreads only through sexual contact.",2005.0,3.83,368.0,36698.0
9780375701801,037570180X,Geisha,"The Life, the Voices, the Art",Jodi Cobb;Ian Buruma,Photography,http://books.google.com/books/content?id=GvuAJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Looks inside the private world of the geisha to capture this unique icon of Japanese traditional culture, following the geisha's training, preparation for a performance, and role in Japanese society",1998.0,3.89,128.0,183.0
9780375703874,037570387X,The Autograph Man,A Novel,Zadie Smith,Fiction,http://books.google.com/books/content?id=-IICohe78K8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Autograph trader Alex-Li Tandem embarks on an odyssey that takes him from London to New York in pursuit of the only autograph that has ever really mattered to him, dealing with con men and fellow collectors who would hinder his quest.",2003.0,3.15,347.0,9202.0
9780375705045,037570504X,"Breath, Eyes, Memory",,Edwidge Danticat,Fiction,http://books.google.com/books/content?id=p59DpQ14VEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oprah's Book Club.,1998.0,3.87,234.0,24348.0
9780375706332,037570633X,The Tiny One,,Eliza Minot,Fiction,http://books.google.com/books/content?id=GrdGaVEvSvMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Grieving over the death of her mother, killed in a winter car accident in Massachusetts, young Via Revere copes with her anguish and loss by vividly recalling the events of the day her mother died. A first novel. Reprint. 25,000 first printing.",2000.0,3.67,258.0,244.0
9780375713934,037571393X,John James Audubon,The Making of an American,Richard Rhodes,Art,http://books.google.com/books/content?id=4j2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A biography of artist John James Audubon offers a study of his private life, detailing his arrival in America from France in 1803, his life in frontier Kentucky, and his extraordinary images of native American wildlife.",2006.0,4.14,528.0,437.0
9780375724633,037572463X,Theatre,A Novel,William Somerset Maugham,Fiction,http://books.google.com/books/content?id=EfcDrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The arrival of a quiet stranger turns the life of acclaimed British actress Julia Lambert upside down as she confronts rejection, her capacity as a mother, and her own sense of self, in this classic, long-out-of-print novel by the author of Of Human Bondage. Reprint. 10,000 first printing.",2001.0,4.14,304.0,4740.0
9780375725302,037572530X,Shroud,,John Banville,Fiction,http://books.google.com/books/content?id=Zw2PDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a young woman threatens to expose a damaging secret from his former life, Axel Vander, an elderly scholar and master liar, is forced to examine his past to uncover the truths that he has so carefully hidden.",2004.0,3.65,257.0,936.0
9780375727061,037572706X,Julian,A Novel,Gore Vidal,Fiction,http://books.google.com/books/content?id=RCFiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An insightful historical novel recreates the brief but brilliant career of Julian, the Roman emperor and philosopher who dedicated himself to the restoration of Hellenism and tried to halt the spread of Christianity. Reprint.",2003.0,4.19,528.0,5035.0
9780375757181,037575718X,The Return of the Native,,Thomas Hardy,Fiction,http://books.google.com/books/content?id=sfVxn1EOELQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents Hardy's classic novel of two people caught up in their passion for each other and conflicting ambitions.,1994.0,3.85,448.0,28843.0
9780375759147,037575914X,Little Dorrit,,Charles Dickens,Fiction,http://books.google.com/books/content?id=5NOm7uAbWIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The daughter of an imprisoned debtor suffers injustices of nineteenth-century English society.,2002.0,3.98,1347.0,286.0
9780375759314,037575931X,Crossing to Safety,,Wallace Stegner,Fiction,http://books.google.com/books/content?id=nLo4DFPtwHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Two young couples, Sid and Charity and Larry and Sally, from different backgrounds--East and West, rich and poor--befriend each other in 1937 Madison, Wisconsin, in an evocative and insightful portrait of family and friendship. Reprint. 25,000 first printing.",2002.0,4.16,368.0,29642.0
9780375760136,037576013X,Daniel Deronda,,George Eliot,Fiction,http://books.google.com/books/content?id=uPiMxnLvZWEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Deronda, a high-minded young man searching for his path in life, finds himself drawn by a series of dramatic encounters into two contrasting worlds: the English country-house life of Gwendolen Harleth, a high-spirited beauty trapped in an oppressive marriage, and the very different lives of a poor Jewish girl, Mirah, and her family. As Deronda uncovers the long-hidden secret of his own parentage, Eliot's moving and suspenseful narrative opens up a world of Jewish experience previously unknown to the Victorian novel.",1876.0,3.83,796.0,19852.0
9780375814686,037581468X,Terrier,,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=CGScKDN9KmIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When sixteen-year-old Beka becomes ""Puppy"" to a pair of ""Dogs,"" as the Provost's Guards are called, she uses her police training, natural abilities, and a touch of magic to help them solve the case of a murdered baby in Tortall's Lower City.",2006.0,4.16,584.0,54179.0
9780375827488,037582748X,The Easter Rabbit's Parade,,Lois Lenski,Juvenile Fiction,http://books.google.com/books/content?id=-GatmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Easter is coming! The farmyard animals are planning a surprise for Ann Eliza, the little girl who takes care of them. Everyone contributes—Little Brown Hen lays the eggs, the chicks and goslings gather flowers, and White Rabbit and his family paint the eggs. Easter morning, the animals have a parade and give Ann Eliza her very own Easter basket . . . a very happy Easter, indeed!",2004.0,2.97,40.0,27.0
9780380710829,038071082X,The Grass Crown,,Colleen McCullough,Fiction,http://books.google.com/books/content?id=Kt3gN2eJzbQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The lives of ancient Rome's men--general Gaius Marius and his rival Lucius Cornelius Sulla--unfold amid Republican Rome's struggle in a world of treachery and barbarism,1992.0,4.29,1104.0,9397.0
9780380718122,038071812X,Lucie Babbidge's House,,Sylvia Cassedy,Juvenile Fiction,http://books.google.com/books/content?id=5RyCPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Having found a dollhouse full of dolls in the orphanage where she leads an unhappy existence, Lucie creates a secret life for herself.",1993.0,3.75,242.0,160.0
9780380731862,038073186X,Shutter Island,,Dennis Lehane,Fiction,http://books.google.com/books/content?id=WZrQjhses-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"U.S. Marshal Teddy Daniels and his partner, Chuck Aule, come to Shutter Island's Ashecliffe Hospital in search of an escaped mental patient, but uncover true wickedness as Ashecliffe's mysterious patient treatments propel them to the brink of insanity.",2004.0,4.09,369.0,128927.0
9780380771080,038077108X,Neon Lit:city of Glass,,Bob Callahan,Fiction,http://books.google.com/books/content?id=qimLQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A graphic, crime noir novel on a New York detective-cum-novelist who answers a wrong number. A double- barreled investigation, one from the perspective of the detective, the other from that of the novelist. Adapted from Paul Auster's City of Glass by the creators of Maus.",1994.0,3.92,129.0,120.0
