isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,missing_description,age_of_book,words_in_description
9780385495325,0385495323,The Code Book,The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,History,http://books.google.com/books/content?id=skt7TrLK5uYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Includes a history of how codes have affected the world, from the World Wars to the death of Mary, Queen of Scots, and also looks at what the future holds for the field of cryptography.",2000.0,4.31,412.0,15078.0,0,25.0,35
9780385495547,0385495544,Sailing the Wine-Dark Sea,Why the Greeks Matter,Thomas Cahill,History,http://books.google.com/books/content?id=sS16vB0pjR0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the remarkable legacy of the ancient Greeks, from the origins of Greek culture to the development of Western literature, drama, poetry, and philosophy to the Greek influence on human science, mathematics, and logic.",2004.0,3.77,352.0,2380.0,0,21.0,34
9780385496094,0385496095,Traveling Mercies,Some Thoughts on Faith,Anne Lamott,Biography & Autobiography,http://books.google.com/books/content?id=V3-GGMutrQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Combining elements of spiritual study and memoir, the author describes her odyssey of faith, drawing on her own sometimes troubled past to explore the many ways in which faith sustains and guides one's daily life",2000.0,4.16,275.0,38829.0,0,25.0,35
9780385497091,0385497091,Thumbsucker,A Novel,Walter Kirn,Fiction,http://books.google.com/books/content?id=3vpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A boy wracked with a serious oral fixation tries everything to break the cycle--sex, substance abuse, fly fishing, work, and religion--but nothing seems to work. Original. Tour.",1999.0,3.43,300.0,1187.0,0,26.0,27
9780385497145,0385497148,Waterfront,A Walk Around Manhattan,Phillip Lopate,Literary Collections,http://books.google.com/books/content?id=jOvUwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Suggests a series of exploratory walks around Manhattan's shoreline tours to offer insight into the history, myths, economy, ecology, and politics surrounding the Brooklyn Bridge and other public spaces and landmarks.",2005.0,3.74,450.0,242.0,0,20.0,31
9780385497398,0385497393,D. B.,,Elwood Reid,Fiction,http://books.google.com/books/content?id=h_ZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A fictional account of a plane hijacking by American folk hero D. B. Cooper profiles him as a Vietnam veteran who drifts through the early 1970s counterculture before parachuting and disappearing from the 727 he has hijacked, and who is investigated years later by retired FBI agent Frank Marshall. Reprint.",2005.0,3.26,356.0,52.0,0,20.0,50
9780385503952,0385503954,Atonement,A Novel. XA-GB. ...,,Fiction,,"In 1935 England, thirteen-year-old Briony Tallis witnesses an event involving her sister Cecilia and her childhood friend Robbie Turner, and she becomes the victim of her own imagination, which leads her on a lifelong search for truth and absolution.",2001.0,3.89,351.0,1539.0,0,24.0,39
9780385508476,0385508476,The Diary of Anne Frank,The Revised Critical Edition,Anne Frank,History,http://books.google.com/books/content?id=tgnUAiIWBGAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Diary of the adolescent Jewish girl who ultimately perished in the Nazi death camps.,2003.0,4.13,851.0,363.0,0,22.0,14
9780385609371,038560937X,Where's My Cow?,,Terry Pratchett,Children's stories,http://books.google.com/books/content?id=SDwIk0bNF1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sam Vimes tries a variation on the usual bedtime story he shares with his son.,2005.0,4.11,32.0,8871.0,0,20.0,15
9780385720106,0385720106,A Map of the World,,Jane Hamilton,Fiction,http://books.google.com/books/content?id=HR8jzY5t06kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While under the care of Alice Goodwin, a neighbor's child drowns in the Goodwins' pond, a devastating accident that has profound repercussions for the entire Goodwin family, in a story set in a small Midwestern farm town",1995.0,3.8,400.0,67012.0,0,30.0,37
9780385720977,0385720971,Willful Creatures,,Aimee Bender,Fiction,http://books.google.com/books/content?id=d5k3mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of all original stories presents tales of love, heartbreak, sex, adversity, and potato babies.",2006.0,3.99,208.0,4119.0,0,19.0,16
9780385721004,0385721005,The Complete Fiction of Nella Larsen,,Nella Larsen,Fiction,http://books.google.com/books/content?id=ls1jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gathers three stories and two novels by Larsen, an influential writer of the Harlem Renaissance, and briefly describes her background.",2001.0,4.12,278.0,774.0,0,24.0,20
9780385721677,0385721676,Oryx and Crake,A Novel,Margaret Atwood,Fiction,http://books.google.com/books/content?id=lSysmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A novel of the future explores a world that has been devastated by ecological and scientific disasters.,2004.0,4.01,389.0,176663.0,0,21.0,17
9780385721790,038572179X,Atonement,A Novel,Ian McEwan,Fiction,http://books.google.com/books/content?id=vZy0xrEHJRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1935 England, thirteen-year-old Briony Tallis witnesses an event involving her sister Cecilia and her childhood friend Robbie Turner, and she becomes the victim of her own imagination, which leads her on a lifelong search for truth and absolution.",2003.0,3.89,351.0,379336.0,0,22.0,39
9780385722162,0385722168,In the Beginning,"The Story of the King James Bible and How It Changed a Nation, a Language,and a Culture",Alister E. McGrath,Religion,http://books.google.com/books/content?id=WEmMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author of The Journey traces the origins and history of the world's most familiar translation of the Bible; discusses the political, religious, and technological forces that prompted its creation; and assesses the influence of the King James Bible on literature, religious belief, and more. Reprint. 25,000 first printing.",2002.0,3.96,354.0,491.0,0,23.0,49
9780385722438,0385722435,Ella Minnow Pea,A Novel in Letters,Mark Dunn,Fiction,http://books.google.com/books/content?id=6dVAWepvs1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Recounts what happens when the citizens of an island must rely on all their ingenuity to communicate in an increasingly limited language when the goverment progressively bans letters from the alphabet.,2001.0,3.85,208.0,22865.0,0,24.0,31
9780385729369,0385729367,Forever in Blue,The Fourth Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=nLoceIYxrA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As their lives take them in different directions, Lena, Tibby, Carmen, and Bridget discover many more things about themselves and the importance of their relationship with each other.",2007.0,3.81,384.0,60767.0,0,18.0,28
9780385731058,0385731051,The Second Summer of the Sisterhood,,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=I7FXN7AMRTAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When teenager Carmen and her three friends discover that a pair of worn jeans from a thrift shop provides an uncanny fit for all four of them, they decide to form a sisterhood, with the pants as the symbolic bond of friendship among them, and embark on asweet-sixteen summer.",2004.0,3.79,373.0,72687.0,0,21.0,49
9780385731829,0385731825,Frogs and French Kisses,,Sarah Mlynowski,Juvenile Fiction,http://books.google.com/books/content?id=AeSkiXoPJDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Love spells run amok in New York City when high school freshman Rachel Weinstein asks her younger sister, who is a witch, for magical help in winning the affection of heartthrob Raf Kosravi.",2006.0,3.97,288.0,4827.0,0,19.0,33
9780385731843,0385731841,Bras & Broomsticks,,Sarah Mlynowski,Juvenile Fiction,http://books.google.com/books/content?id=gUOWBUjW7hUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Living in New York City with her mother and her younger sister, Miri, fourteen-year-old Rachel tries to persuade Miri, who has recently become a witch, to help her become popular at school and to try to stop their divorced father's wedding.",2005.0,3.72,310.0,8615.0,0,20.0,41
9780385732338,0385732333,Cuba 15,,Nancy Osa,Juvenile Fiction,http://books.google.com/books/content?id=D1ObABVE20EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Violet Paz, a Chicago high school student, reluctantly prepares for her upcoming ""quince,"" a Spanish nickname for the celebration of an Hispanic girl's fifteenth birthday.",2005.0,3.45,304.0,1028.0,0,20.0,25
9780385732536,0385732538,Messenger,,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=0biAXvNaRZUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand.",2004.0,3.91,169.0,89571.0,0,21.0,34
9780385732550,0385732554,The Giver,,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=oZRlYDfxXpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life. An ALA Notable Book for Children & Newbery Medal Winner. Reissue.",2006.0,4.12,208.0,1464909.0,0,19.0,49
9780385732567,0385732562,Gathering Blue,,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=3oUhi1ZlK6oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lame and suddenly orphaned, Kira is mysteriously removed from her squalid village to live in the palatial Council Edifice, where she is expected to use her gifts as a weaver to do the bidding of the all-powerful Guardians.",2006.0,3.81,240.0,127855.0,0,19.0,38
9780385732598,0385732597,Code Orange,,Caroline B. Cooney,Juvenile Fiction,http://books.google.com/books/content?id=anyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While conducting research for a school paper on smallpox, Mitty finds an envelope containing 100-year-old smallpox scabs and fears that he has infected himself and all of New York City.",2005.0,3.64,200.0,5732.0,0,20.0,30
9780385732918,0385732910,King Dork,,Frank Portman,Juvenile Fiction,http://books.google.com/books/content?id=7QL8ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"High school loser Tom Henderson discovers that ""The Catcher in the Rye"" may hold the clues to the many mysteries in his life.",2006.0,3.56,344.0,6312.0,0,19.0,23
9780385733205,0385733208,Anatomy of a Boyfriend,A Novel,Daria Snadowsky,Juvenile Fiction,http://books.google.com/books/content?id=6Cv-2d_IH3AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In her last semester at a private school in Fort Myers, Florida, seventeen-year-old Dom finds her life transformed by her first boyfriend, Wes, a track star at the public school her best friend attends.",2007.0,3.41,259.0,4457.0,0,18.0,34
9780385733878,0385733879,Spells and Sleeping Bags,,Sarah Mlynowski,Juvenile Fiction,http://books.google.com/books/content?id=Chfiqp3oF-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rachel and her younger sister, both witches, spend the summer at Camp Wood Lake, where Rachel tries to have a normal camp experience while surreptitiously honing her newly discovered talents.",2007.0,4.05,324.0,4329.0,0,18.0,30
9780385734073,0385734077,BFF,Best Friends Forever : Two Novels,Judy Blume,Juvenile Fiction,http://books.google.com/books/content?id=p1GKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Contains two previously published novels by Judy Blume.,2007.0,4.25,512.0,467.0,0,18.0,8
9780393002034,0393002039,Three Greek Plays,,,Drama,http://books.google.com/books/content?id=wEFfze3L7mgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Three classic Greek tragedies are translated and critically introduced by Edith Hamilton.,1958.0,4.05,240.0,76.0,0,67.0,12
9780393002317,0393002314,The Echo of Greece,,Edith Hamilton,History,http://books.google.com/books/content?id=q9UHkzzqw3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells of Greek life during the 4th century, the type of men it produced, and important events which took place",1957.0,4.1,224.0,28.0,0,68.0,20
9780393011838,0393011836,What Einstein Told His Cook,Kitchen Science Explained,Robert L. Wolke;Marlene Parrish,Cooking,http://books.google.com/books/content?id=6Hbbf5WD1h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The chemistry professor columnist for the Washington Post's ""Food 101"" presents layperson explanations of kitchen mysteries involving food types, temperature, cooking equipment, and food myths. 30,000 first printing.",2002.0,3.85,320.0,3058.0,0,23.0,28
9780393020397,0393020398,The Annotated Huckleberry Finn,Adventures of Huckleberry Finn (Tom Sawyer's Comrade),Mark Twain,Fiction,http://books.google.com/books/content?id=k5e3TSKRsWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reproductions of the original illustrations from the 1885 first edition highlight a new edition, featuring detailed annotations on the text and the era, of Twain's story about a boy and a runaway slave who travel down the Misssippi.",2001.0,3.81,656.0,181.0,0,24.0,38
9780393040586,0393040585,The Confident Child,"Raising a Child to Try, Learn, and Care",T. E. Apter,Family & Relationships,http://books.google.com/books/content?id=stxpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Focusing on children from age five to fifteen, the author shows parents how to help their children acquire self-esteem, problem-solving ability, social skills, and emotional control, and how to detect dangers to self-esteem during adolescence.",1997.0,3.62,270.0,13.0,0,28.0,35
9780393048858,0393048853,The Complete Plays,,Anton Pavlovich Chekhov,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,4.49,1060.0,215.0,0,19.0,30
9780393051582,0393051587,The Annotated Christmas Carol,A Christmas Carol in Prose,Charles Dickens,Fiction,http://books.google.com/books/content?id=k1fRwfQydVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the original text of ""A Christmas Carol"" along with annotations, illustrations, and information about the work.",2004.0,4.04,266.0,251.0,0,21.0,17
9780393057799,0393057798,Redemption,The Life of Henry Roth,Steven G. Kellman,Biography & Autobiography,http://books.google.com/books/content?id=z47KmpWe4GsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Draws on FBI files and interviews with family and friends to offer a portrait of the twentieth-century American literary icon, from his incest-marked childhood on the Jewish Lower East Side through his later years in New Mexico.",2005.0,4.22,384.0,9.0,0,20.0,37
9780393058000,039305800X,The Novels,,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)","Detective and mystery stories, English",,,2005.0,4.54,907.0,2189.0,1,20.0,0
9780393058260,0393058263,"Power, Faith, and Fantasy","America in the Middle East, 1776 to the Present",Michael B. Oren,History,http://books.google.com/books/content?id=3DkX6Uo0gwIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covering more than two hundred years of history, a study of American involvement in the Middle East examines the diverse roles of American statesmen, merchants, soldiers, missionaries, explorers, and others in shaping this troubled region.",2007.0,3.98,832.0,1464.0,0,18.0,35
9780393058635,0393058638,In Search of Memory,The Emergence of a New Science of Mind,Eric R. Kandel,Science,http://books.google.com/books/content?id=aARlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,KANDEL/IN SEARCH OF MEMORY,2006.0,4.09,430.0,3654.0,0,19.0,4
9780393059168,0393059162,The New Annotated Sherlock Holmes,volume 2,Arthur Conan Doyle,"Detective and mystery stories, English",http://books.google.com/books/content?id=beGfDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects Doyle's fifty-six classic short stories, arranged in the order in which they appeared in late nineteenth- and early twentieth-century book editions, in a set complemented by four novels, editor biographies of Doyle, Holmes, and Watson as well asl",2005.0,4.63,1878.0,1396.0,0,20.0,39
9780393059465,0393059464,The Annotated Uncle Tom's Cabin,,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,Fiction,http://books.google.com/books/content?id=bSaWhPgOOpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An interpretation of the American classic refutes statements about the work's dehumanizing qualities as cited by James Baldwin in 1955, explaining how it served to raise period awareness about slavery and abolitionism and continues to provide insight into modern race relations and other social issues. 30,000 first printing.",2007.0,3.86,528.0,160.0,0,18.0,48
9780393059953,0393059952,Civilization and Its Discontents,,Sigmund Freud,History,http://books.google.com/books/content?id=AW3z38T3u7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents the eminent Austrian psychoanalyst's views on the irreconcilable antagonism between instinctual drives and the repressive attitudes of civilization.,2005.0,3.77,192.0,211.0,0,20.0,19
9780393060416,0393060411,The 9/11 Commission Report,Final Report of the National Commission on Terrorist Attacks Upon the United States. Authorized Edition,National Commission on Terrorist Attacks upon the United States,History,http://books.google.com/books/content?id=fNqdmUnqTJUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides the final report of the 9/11 Commission detailing their findings on the September 11 terrorist attacks.,2004.0,3.58,624.0,145.0,0,21.0,17
9780393060911,0393060918,Coach,Lessons on the Game of Life,Michael M. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=qk0fOq0ra7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Recounts a turning point in the author's life, an event during which a baseball coach gave him the ball at a key point in a game and conveyed such trust that the author was inspired to perform beyond his own expectations.",2005.0,3.82,96.0,1367.0,0,20.0,41
9780393061062,039306106X,Will Eisner's New York,Life in the Big City,Will Eisner,Comics & Graphic Novels,http://books.google.com/books/content?id=RdOf4x1MKz4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A quartet of graphic works explores the lives and landscapes of the diverse inhabitants of the urban jungle of the Big Apple.,2006.0,4.36,421.0,1242.0,0,19.0,22
9780393064988,0393064980,The Richness of Life,The Essential Stephen Jay Gould,Stephen Jay Gould,Science,http://books.google.com/books/content?id=yfXJhKmp1wUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects forty-four key segments from the late paleontologist and evolutionary biologist's books, papers, and essays, in a collection that includes an assortment of previously unpublished articles and speeches.",2007.0,4.25,672.0,350.0,0,18.0,28
9780393090024,0393090027,Anton Chekhov's Short Stories,"Texts of the Stories, Backgrounds, Criticism",Anton Pavlovich Chekhov;Ralph E. Matlaw,Fiction,http://books.google.com/books/content?id=ExOJQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The thirty-four stories in this volume span Chekhov s creative career.""",1979.0,4.35,384.0,2633.0,0,46.0,11
9780393092103,0393092100,Middlemarch,A Study of Provincial Life,George Eliot,,,,1966.0,3.95,578.0,44.0,1,59.0,0
9780393093124,0393093123,"Three Plays of Euripides: Alcestis, Medea, The Bacchae",,Euripides,Drama,http://books.google.com/books/content?id=86mVOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Paul Roche...must be ranked among the great translators of the Greek dramas in our century.""—Robert W. Corrigan",1974.0,3.95,144.0,235.0,0,51.0,17
9780393098211,0393098214,Red and Black,"A New Translation, Backgrounds and Sources, Criticism",Henri Beyle;Stendhal;Robert Merrihew Adams,Fiction,http://books.google.com/books/content?id=EcrBer6qdl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A rakish young man with great ambitions and a remarkable ability to take advantage of profitable situations is the hero of this novel set in nineteenth-century France,1969.0,3.87,572.0,51.0,0,56.0,27
9780393307009,039330700X,Wonderful Life: The Burgess Shale and the Nature of History,,Stephen Jay Gould,Fiction,http://books.google.com/books/content?id=SjpSkzjIzfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A study of the Burgess Shale, a sea bed 530 million years old, and attempts to tackle what the findings are and what it means",1990.0,4.12,352.0,8049.0,0,35.0,25
9780393308198,0393308197,The Panda's Thumb,More Reflections in Natural History,Stephen Jay Gould,Science,http://books.google.com/books/content?id=El7dRJiKCHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a series of essays giving careful consideration to the theory of evolution, Gould examines some of the more intriguing mysteries of the topic, studying the Piltdown Man hoax, the deceleration of earth's rotation, and other phenomena",1992.0,4.11,352.0,5642.0,0,33.0,37
9780393308556,0393308553,The Book of Embraces,,Eduardo Galeano;Cedric Belfrage,Fiction,http://books.google.com/books/content?id=-CYdNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author shares brief anecdotes about life in South America, memories of incidents from his own past, and meditations on reading, literature, and freedom",1992.0,4.29,288.0,2103.0,0,33.0,24
9780393311037,0393311031,Hen's Teeth and Horse's Toes,,Stephen Jay Gould,Nature,http://books.google.com/books/content?id=EPh9jD0XwR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays answers questions about key scientific concepts, focusing, in particular, on Darwin's theory of evolution, natural selection, and its impact on biology, natural history, and modern science",1994.0,4.1,416.0,1680.0,0,31.0,30
9780393311396,0393311392,Eight Little Piggies,Reflections in Natural History,Stephen Jay Gould,Nature,http://books.google.com/books/content?id=_kOoVw0SIhUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In the sixth volume of essays from Natural History magazine, a science writer discusses environmental spoliation and the massive extinction of the Earth's species.",1994.0,4.09,480.0,699.0,0,31.0,24
9780393312768,0393312763,Black Holes and Time Warps,Einstein's Outrageous Legacy,Kip Thorne;Kip S. Thorne;Stephen Hawking,Science,http://books.google.com/books/content?id=TZ2huhGjpMQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines such phenomena as black holes, wormholes, singularities, gravitational waves, and time machines, exploring the fundamental principles that control the universe.",1994.0,4.18,624.0,9734.0,0,31.0,21
9780393313963,0393313964,Girl with Curious Hair,,David Foster Wallace,Fiction,http://books.google.com/books/content?id=cn_rcmInIS8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of short stories by David Foster Wallace that explore the different ways people live their lives.,1989.0,3.88,373.0,5471.0,0,36.0,18
9780393315080,0393315088,The Wanting Seed,,Anthony Burgess,Fiction,http://books.google.com/books/content?id=5Aq2JES6y60C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tristram Foxe and his wife, Beatrice-Joanna, live in their skyscraper world where official family limitation glorifies homosexuality. Eventually, their world is transformed into a chaos of cannibalistic dining-clubs, fantastic fertility rituals, and wars without anger. It is a novel both extravagantly funny and grimly serious.",1963.0,3.78,288.0,4701.0,0,62.0,45
9780393315110,0393315118,Uncommon Ground: Rethinking the Human Place in Nature,,William Cronon,Law,http://books.google.com/books/content?id=w04mjve7XekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essays by revisionist historians, scientists, and cultural critics explore the connection between nature and American culture, analyzing how it is packaged and presented at places such as Sea World and the Nature Company stores",1996.0,4.16,560.0,649.0,0,29.0,34
9780393315639,0393315630,Marabou Stork Nightmares,A Novel,Irvine Welsh,Fiction,http://books.google.com/books/content?id=j56xfC9NplEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While lying in a coma in an Edinburgh hospital, Roy Strang experiences strange hallucinatory adventures that recount how he came to be in his current state, from his struggles with his disturbed family to a bizarre quest in Africa",1997.0,3.86,288.0,8369.0,0,28.0,39
9780393316025,0393316025,The Doctor Is Sick,,Anthony Burgess,Fiction,http://books.google.com/books/content?id=enhV53MKUWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dr. Edwin Spindrift, a linguist, decides to escape from the hospital the night before his brain tumor surgery is scheduled and discovers a world of people exists outside his universe of words",1997.0,3.63,260.0,932.0,0,28.0,32
9780393316049,0393316041,"""Surely You're Joking, Mr. Feynman!""",Adventures of a Curious Character,Richard Phillips Feynman;Ralph Leighton,Biography & Autobiography,http://books.google.com/books/content?id=ZRoF9aN8qjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Nobel Prize-winning theoretical physicist talks about his adventure-filled life in a series of transcribed taped discussions,1985.0,4.28,391.0,105685.0,0,40.0,17
9780393318289,0393318281,Reinventing the Enemy's Language,Contemporary Native Women's Writing of North America,Joy Harjo;Gloria Bird,Fiction,http://books.google.com/books/content?id=jPtwGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features poetry, fiction, and other writings by Native American women",1998.0,4.39,576.0,269.0,0,27.0,10
9780393318357,0393318354,The Hemingway Women,,Bernice Kert,Biography & Autobiography,http://books.google.com/books/content?id=-Cm-77dysSgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Profiles the group of extraordinary women who shared Hemingway's life--his mother and four wives--or who served as prototypes for his fictional heroines,1999.0,4.17,556.0,268.0,0,26.0,22
9780393318685,0393318680,Filth,A Novel,Irvine Welsh,Fiction,http://books.google.com/books/content?id=YfoVviuMvjoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tells the story of a detective who sees in a racially motivated murder case the chance to win a promotion,1998.0,3.74,393.0,19875.0,0,27.0,20
9780393318791,0393318796,Hemingway,The Paris Years,Michael S. Reynolds,Biography & Autobiography,http://books.google.com/books/content?id=j-PKDV11rN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes Hemingway's life in 1920's Paris, his first marriage to Hadley Richardson, his friendships with other American expatriots, and his discovery of the bullfights at Pamplona",1999.0,4.17,402.0,463.0,0,26.0,26
9780393320039,0393320030,On Becoming a Novelist,,John Gardner,Language Arts & Disciplines,http://books.google.com/books/content?id=Go68KoaKclMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An indispensable reference for anyone who hopes to become a novelist, written with intelligence and humor by a twenty-five-year veteran of the field, includies everything from tips on writer's workshop to information about agents. Reprint.",1999.0,4.11,150.0,2241.0,0,26.0,35
9780393320923,0393320928,"""What Do You Care what Other People Think?""",Further Adventures of a Curious Character,Richard Phillips Feynman;Ralph Leighton,BIOGRAPHY & AUTOBIOGRAPHY,http://books.google.com/books/content?id=LUrJI3AQ4FAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This two-part profile of the late Nobel Prize-winning scientist reveals the influence of his father and his first wife on his life and discusses his role in the investigation of the ""Challenger"" explosion.",2001.0,4.27,256.0,15646.0,0,24.0,33
9780393321074,039332107X,Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),,Patrick O'Brian,Fiction,http://books.google.com/books/content?id=rfSrfzfNelcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now that the Napoleonic Wars are over, frigate captain Jack Aubrey faces desertion, near sinking, and brawls with British sailors--all before he reaches his next destination, Chile--where he will help the fledgling country break free of Spain and takes on some notable passengers. Reprint. 50,000 first printing.",2000.0,4.38,262.0,2191.0,0,25.0,47
9780393321630,0393321630,Police Brutality,An Anthology,Jill Nelson,Social Science,http://books.google.com/books/content?id=wxmrNlobwtIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of thirteen essays from a variety of sources examines one of America's most serious domestic problems, investigates its historical and sociological roots, and grapples for solutions. Reprint.",2001.0,3.79,320.0,44.0,0,24.0,29
9780393321807,0393321800,Proust's Way: A Field Guide to In Search of Lost Time,,Roger Shattuck,Literary Criticism,http://books.google.com/books/content?id=kkTfpVC4pO8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Now in paperback, this illuminating work serves as both an introduction to Proust--perhaps Europe's most enduring 20th-century novelist--and a searching reinterpretation of his work, particularly the masterpiece ""In Search of Lost Time"".",2001.0,3.92,320.0,233.0,0,24.0,32
9780393321982,0393321983,Strangers on a Train,,Patricia Highsmith,Fiction,http://books.google.com/books/content?id=qbkfHZEygt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Guy Haines loses his own identity after he is drawn into a plot to commit murder, in a new edition of the first novel by the author of The Talented Mr. Ripley. Reprint.",2001.0,3.78,256.0,12153.0,0,24.0,33
9780393322101,0393322106,When Broken Glass Floats: Growing Up Under the Khmer Rouge,,Chanrithy Him,Biography & Autobiography,http://books.google.com/books/content?id=g289TkfAy84C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A survivor of the Cambodian genocide recounts a childhood in Cambodia, where rudimentary labor camps filled with death and illness were the norm and modern technology, such as cars and electricity, no longer existed. Reprint.",2001.0,4.13,336.0,3365.0,0,24.0,35
9780393322576,0393322572,The Feminine Mystique,,Betty Friedan,Social Science,http://books.google.com/books/content?id=FqdBk2vWvxIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Released for the first time in paperback, this landmark social and political volume on feminism is credited with being responsible for raising awareness, liberating both sexes, and triggering major advances in the feminist movement. Reprint.",2001.0,3.87,592.0,10035.0,0,24.0,35
